DateTime,Taxa de câmbio nominal
10/5/2018,"35,561"
9/5/2018,"35,937"
8/5/2018,"35,782"
7/5/2018,"35,452"
4/5/2018,"35,302"
3/5/2018,"35,478"
2/5/2018,"35,418"
30/04/2018,"34,805"
27/04/2018,"34,670"
26/04/2018,"34,971"
25/04/2018,"35,034"
24/04/2018,"34,661"
23/04/2018,"34,415"
20/04/2018,"34,096"
19/04/2018,"33,971"
18/04/2018,"33,838"
17/04/2018,"34,035"
16/04/2018,"34,257"
13/04/2018,"34,099"
12/4/2018,"33,852"
11/4/2018,"34,046"
10/4/2018,"34,189"
9/4/2018,"33,897"
6/4/2018,"33,660"
5/4/2018,"33,190"
4/4/2018,"33,532"
3/4/2018,"33,133"
2/4/2018,"33,098"
29/03/2018,"33,232"
28/03/2018,"33,374"
27/03/2018,"33,250"
26/03/2018,"33,028"
23/03/2018,"33,035"
22/03/2018,"33,027"
21/03/2018,"32,915"
20/03/2018,"32,975"
19/03/2018,"32,905"
16/03/2018,"32,899"
15/03/2018,"32,853"
14/03/2018,"32,578"
13/03/2018,"32,486"
12/3/2018,"32,600"
9/3/2018,"32,490"
8/3/2018,"32,512"
7/3/2018,"32,312"
6/3/2018,"32,240"
5/3/2018,"32,576"
2/3/2018,"32,608"
1/3/2018,"32,614"
28/02/2018,"32,443"
27/02/2018,"32,377"
26/02/2018,"32,345"
23/02/2018,"32,411"
22/02/2018,"32,592"
21/02/2018,"32,549"
20/02/2018,"32,501"
19/02/2018,"32,341"
16/02/2018,"32,375"
15/02/2018,"32,202"
14/02/2018,"32,531"
9/2/2018,"32,815"
8/2/2018,"32,686"
7/2/2018,"32,461"
6/2/2018,"32,607"
5/2/2018,"32,349"
2/2/2018,"32,054"
1/2/2018,"31,724"
31/01/2018,"31,618"
30/01/2018,"31,655"
29/01/2018,"31,648"
26/01/2018,"31,444"
25/01/2018,"31,380"
24/01/2018,"31,964"
23/01/2018,"32,243"
22/01/2018,"31,928"
19/01/2018,"32,081"
18/01/2018,"32,123"
17/01/2018,"32,318"
16/01/2018,"32,213"
15/01/2018,"31,957"
12/1/2018,"32,192"
11/1/2018,"32,295"
10/1/2018,"32,461"
9/1/2018,"32,391"
8/1/2018,"32,351"
5/1/2018,"32,403"
4/1/2018,"32,312"
3/1/2018,"32,529"
2/1/2018,"32,691"
29/12/2017,"33,074"
28/12/2017,"33,074"
27/12/2017,"33,024"
26/12/2017,"33,194"
22/12/2017,"33,203"
21/12/2017,"33,039"
20/12/2017,"32,903"
19/12/2017,"32,877"
18/12/2017,"32,875"
15/12/2017,"33,176"
14/12/2017,"33,326"
13/12/2017,"33,030"
12/12/2017,"33,143"
11/12/2017,"32,839"
8/12/2017,"32,805"
7/12/2017,"32,886"
6/12/2017,"32,348"
5/12/2017,"32,316"
4/12/2017,"32,500"
1/12/2017,"32,630"
30/11/2017,"32,610"
29/11/2017,"32,130"
28/11/2017,"32,226"
27/11/2017,"32,212"
24/11/2017,"32,294"
23/11/2017,"32,365"
22/11/2017,"32,555"
21/11/2017,"32,585"
20/11/2017,"32,608"
17/11/2017,"32,782"
16/11/2017,"32,802"
14/11/2017,"32,828"
13/11/2017,"32,867"
10/11/2017,"32,655"
9/11/2017,"32,509"
8/11/2017,"32,503"
7/11/2017,"32,727"
6/11/2017,"32,845"
3/11/2017,"32,914"
1/11/2017,"32,730"
31/10/2017,"32,763"
30/10/2017,"32,541"
27/10/2017,"32,795"
26/10/2017,"32,438"
25/10/2017,"32,381"
24/10/2017,"32,464"
23/10/2017,"31,997"
20/10/2017,"31,827"
19/10/2017,"31,727"
18/10/2017,"31,667"
17/10/2017,"31,763"
16/10/2017,"31,601"
13/10/2017,"31,567"
11/10/2017,"31,633"
10/10/2017,"31,682"
9/10/2017,"31,764"
6/10/2017,"31,642"
5/10/2017,"31,341"
4/10/2017,"31,309"
3/10/2017,"31,496"
2/10/2017,"31,636"
29/09/2017,"31,674"
28/09/2017,"31,865"
27/09/2017,"31,926"
26/09/2017,"31,668"
25/09/2017,"31,406"
22/09/2017,"31,279"
21/09/2017,"31,341"
20/09/2017,"31,275"
19/09/2017,"31,317"
18/09/2017,"31,233"
15/09/2017,"31,249"
14/09/2017,"31,348"
13/09/2017,"31,337"
12/9/2017,"31,138"
11/9/2017,"30,846"
8/9/2017,"30,902"
6/9/2017,"31,127"
5/9/2017,"31,197"
4/9/2017,"31,383"
1/9/2017,"31,327"
31/08/2017,"31,465"
30/08/2017,"31,632"
29/08/2017,"31,689"
28/08/2017,"31,557"
25/08/2017,"31,456"
24/08/2017,"31,398"
23/08/2017,"31,563"
22/08/2017,"31,533"
21/08/2017,"31,437"
18/08/2017,"31,648"
17/08/2017,"31,597"
16/08/2017,"31,664"
15/08/2017,"31,970"
14/08/2017,"31,882"
11/8/2017,"31,689"
10/8/2017,"31,537"
9/8/2017,"31,458"
8/8/2017,"31,314"
7/8/2017,"31,261"
4/8/2017,"31,218"
3/8/2017,"31,188"
2/8/2017,"31,262"
1/8/2017,"31,154"
31/07/2017,"31,301"
28/07/2017,"31,451"
27/07/2017,"31,507"
26/07/2017,"31,651"
25/07/2017,"31,550"
24/07/2017,"31,453"
21/07/2017,"31,250"
20/07/2017,"31,396"
19/07/2017,"31,527"
18/07/2017,"31,662"
17/07/2017,"31,815"
14/07/2017,"31,893"
13/07/2017,"32,102"
12/7/2017,"32,258"
11/7/2017,"32,516"
10/7/2017,"32,644"
7/7/2017,"32,889"
6/7/2017,"33,058"
5/7/2017,"33,187"
4/7/2017,"33,044"
3/7/2017,"33,009"
30/06/2017,"33,076"
29/06/2017,"32,946"
28/06/2017,"33,024"
27/06/2017,"33,166"
26/06/2017,"33,122"
23/06/2017,"33,336"
22/06/2017,"33,356"
21/06/2017,"33,241"
20/06/2017,"33,139"
19/06/2017,"32,969"
16/06/2017,"32,886"
14/06/2017,"32,830"
13/06/2017,"33,202"
12/6/2017,"32,980"
9/6/2017,"32,734"
8/6/2017,"32,832"
7/6/2017,"32,741"
6/6/2017,"32,811"
5/6/2017,"32,814"
2/6/2017,"32,395"
1/6/2017,"32,301"
31/05/2017,"32,431"
30/05/2017,"32,653"
29/05/2017,"32,703"
26/05/2017,"32,608"
25/05/2017,"32,818"
24/05/2017,"32,623"
23/05/2017,"32,648"
22/05/2017,"32,857"
19/05/2017,"32,872"
18/05/2017,"33,756"
17/05/2017,"31,070"
16/05/2017,"30,918"
15/05/2017,"31,005"
12/5/2017,"31,284"
11/5/2017,"31,553"
10/5/2017,"31,600"
9/5/2017,"31,851"
8/5/2017,"31,932"
5/5/2017,"31,758"
4/5/2017,"31,774"
3/5/2017,"31,483"
2/5/2017,"31,718"
28/04/2017,"31,978"
27/04/2017,"31,757"
26/04/2017,"31,841"
25/04/2017,"31,571"
24/04/2017,"31,245"
20/04/2017,"31,447"
19/04/2017,"31,288"
18/04/2017,"30,952"
17/04/2017,"31,030"
13/04/2017,"31,263"
12/4/2017,"31,457"
11/4/2017,"31,418"
10/4/2017,"31,403"
7/4/2017,"31,296"
6/4/2017,"31,154"
5/4/2017,"30,917"
4/4/2017,"31,225"
3/4/2017,"31,161"
31/03/2017,"31,678"
30/03/2017,"31,241"
29/03/2017,"31,223"
28/03/2017,"31,297"
27/03/2017,"31,250"
24/03/2017,"31,276"
23/03/2017,"31,242"
22/03/2017,"30,933"
21/03/2017,"30,759"
20/03/2017,"30,892"
17/03/2017,"31,069"
16/03/2017,"31,074"
15/03/2017,"31,623"
14/03/2017,"31,633"
13/03/2017,"31,535"
10/3/2017,"31,617"
9/3/2017,"31,729"
8/3/2017,"31,471"
7/3/2017,"31,179"
6/3/2017,"31,105"
3/3/2017,"31,358"
2/3/2017,"31,132"
1/3/2017,"30,970"
24/02/2017,"30,987"
23/02/2017,"30,632"
22/02/2017,"30,818"
21/02/2017,"30,964"
20/02/2017,"30,912"
17/02/2017,"30,944"
16/02/2017,"30,504"
15/02/2017,"30,773"
14/02/2017,"30,998"
13/02/2017,"31,169"
10/2/2017,"31,149"
9/2/2017,"31,179"
8/2/2017,"31,248"
7/2/2017,"31,298"
6/2/2017,"31,173"
3/2/2017,"31,235"
2/2/2017,"31,190"
1/2/2017,"31,473"
31/01/2017,"31,264"
30/01/2017,"31,310"
27/01/2017,"31,590"
26/01/2017,"31,798"
25/01/2017,"31,679"
24/01/2017,"31,643"
23/01/2017,"31,603"
20/01/2017,"31,912"
19/01/2017,"32,107"
18/01/2017,"32,205"
17/01/2017,"32,094"
16/01/2017,"32,228"
13/01/2017,"32,028"
12/1/2017,"31,655"
11/1/2017,"32,148"
10/1/2017,"31,912"
9/1/2017,"32,091"
6/1/2017,"32,051"
5/1/2017,"32,123"
4/1/2017,"32,327"
3/1/2017,"32,626"
2/1/2017,"32,723"
30/12/2016,"32,585"
29/12/2016,"32,585"
28/12/2016,"32,768"
27/12/2016,"32,770"
26/12/2016,"32,695"
23/12/2016,"32,690"
22/12/2016,"33,296"
21/12/2016,"33,291"
20/12/2016,"33,580"
19/12/2016,"33,772"
16/12/2016,"33,706"
15/12/2016,"33,824"
14/12/2016,"33,097"
13/12/2016,"33,334"
12/12/2016,"33,691"
9/12/2016,"33,852"
8/12/2016,"34,002"
7/12/2016,"33,889"
6/12/2016,"34,348"
5/12/2016,"34,592"
2/12/2016,"34,644"
1/12/2016,"34,356"
30/11/2016,"33,961"
29/11/2016,"34,054"
28/11/2016,"33,990"
25/11/2016,"34,273"
24/11/2016,"33,981"
23/11/2016,"33,921"
22/11/2016,"33,470"
21/11/2016,"33,511"
18/11/2016,"33,911"
17/11/2016,"34,046"
16/11/2016,"34,177"
14/11/2016,"34,440"
11/11/2016,"34,371"
10/11/2016,"33,098"
9/11/2016,"32,252"
8/11/2016,"32,018"
7/11/2016,"32,018"
4/11/2016,"32,443"
3/11/2016,"32,304"
1/11/2016,"32,047"
31/10/2016,"31,805"
28/10/2016,"31,809"
27/10/2016,"31,423"
26/10/2016,"31,213"
25/10/2016,"31,187"
24/10/2016,"31,305"
21/10/2016,"31,587"
20/10/2016,"31,599"
19/10/2016,"31,794"
18/10/2016,"31,868"
17/10/2016,"31,957"
14/10/2016,"31,858"
13/10/2016,"32,081"
11/10/2016,"32,130"
10/10/2016,"32,119"
7/10/2016,"32,128"
6/10/2016,"32,304"
5/10/2016,"32,353"
4/10/2016,"32,197"
3/10/2016,"32,332"
30/09/2016,"32,456"
29/09/2016,"32,229"
28/09/2016,"32,470"
27/09/2016,"32,352"
26/09/2016,"32,394"
23/09/2016,"32,236"
22/09/2016,"32,009"
21/09/2016,"32,402"
20/09/2016,"32,534"
19/09/2016,"32,630"
16/09/2016,"32,998"
15/09/2016,"33,320"
14/09/2016,"33,256"
13/09/2016,"32,966"
12/9/2016,"32,848"
9/9/2016,"32,632"
8/9/2016,"31,928"
6/9/2016,"32,446"
5/9/2016,"32,715"
2/9/2016,"32,425"
1/9/2016,"32,466"
31/08/2016,"32,397"
30/08/2016,"32,519"
29/08/2016,"32,607"
26/08/2016,"32,147"
25/08/2016,"32,313"
24/08/2016,"32,366"
23/08/2016,"32,047"
22/08/2016,"32,157"
19/08/2016,"32,261"
18/08/2016,"32,209"
17/08/2016,"32,242"
16/08/2016,"31,743"
15/08/2016,"31,666"
12/8/2016,"31,596"
11/8/2016,"31,358"
10/8/2016,"31,296"
9/8/2016,"31,497"
8/8/2016,"31,765"
5/8/2016,"31,853"
4/8/2016,"32,177"
3/8/2016,"32,727"
2/8/2016,"32,484"
1/8/2016,"32,656"
29/07/2016,"32,384"
26/07/2016,"32,784"
25/07/2016,"32,813"
22/07/2016,"32,848"
21/07/2016,"32,579"
20/07/2016,"32,506"
19/07/2016,"32,795"
18/07/2016,"32,628"
15/07/2016,"32,650"
14/07/2016,"32,305"
13/07/2016,"32,890"
12/7/2016,"32,744"
11/7/2016,"33,025"
8/7/2016,"32,962"
7/7/2016,"33,382"
6/7/2016,"33,236"
5/7/2016,"32,898"
4/7/2016,"32,474"
1/7/2016,"32,292"
30/06/2016,"32,092"
29/06/2016,"32,429"
28/06/2016,"33,261"
27/06/2016,"33,928"
24/06/2016,"33,766"
23/06/2016,"33,527"
22/06/2016,"33,877"
21/06/2016,"33,891"
20/06/2016,"33,829"
17/06/2016,"34,366"
16/06/2016,"34,898"
15/06/2016,"34,762"
14/06/2016,"34,833"
13/06/2016,"34,527"
10/6/2016,"34,255"
9/6/2016,"33,811"
8/6/2016,"33,892"
7/6/2016,"34,739"
6/6/2016,"35,092"
3/6/2016,"35,403"
2/6/2016,"35,955"
1/6/2016,"36,120"
31/05/2016,"35,945"
30/05/2016,"35,991"
27/05/2016,"36,162"
25/05/2016,"35,798"
24/05/2016,"35,485"
23/05/2016,"35,654"
20/05/2016,"35,413"
19/05/2016,"35,997"
18/05/2016,"35,362"
17/05/2016,"35,031"
16/05/2016,"35,029"
13/05/2016,"35,035"
12/5/2016,"34,871"
11/5/2016,"34,639"
10/5/2016,"34,766"
9/5/2016,"35,380"
6/5/2016,"35,356"
5/5/2016,"35,290"
4/5/2016,"35,391"
3/5/2016,"35,544"
2/5/2016,"34,985"
29/04/2016,"34,502"
28/04/2016,"34,986"
27/04/2016,"35,289"
26/04/2016,"35,294"
25/04/2016,"35,466"
22/04/2016,"35,823"
20/04/2016,"35,497"
19/04/2016,"35,532"
18/04/2016,"35,898"
15/04/2016,"35,270"
14/04/2016,"35,120"
13/04/2016,"35,423"
12/4/2016,"35,400"
11/4/2016,"35,278"
8/4/2016,"36,379"
7/4/2016,"36,915"
6/4/2016,"36,743"
5/4/2016,"36,575"
4/4/2016,"35,865"
1/4/2016,"35,793"
31/03/2016,"35,583"
30/03/2016,"36,110"
29/03/2016,"36,681"
28/03/2016,"36,401"
24/03/2016,"36,942"
23/03/2016,"36,525"
22/03/2016,"36,067"
21/03/2016,"36,223"
18/03/2016,"36,140"
17/03/2016,"36,439"
16/03/2016,"38,073"
15/03/2016,"37,110"
14/03/2016,"36,232"
11/3/2016,"36,265"
10/3/2016,"36,694"
9/3/2016,"37,031"
8/3/2016,"37,807"
7/3/2016,"37,708"
4/3/2016,"37,182"
3/3/2016,"38,498"
2/3/2016,"39,110"
1/3/2016,"39,907"
29/02/2016,"39,790"
26/02/2016,"39,571"
25/02/2016,"39,394"
24/02/2016,"39,894"
23/02/2016,"39,678"
22/02/2016,"39,612"
19/02/2016,"40,486"
18/02/2016,"40,084"
17/02/2016,"40,312"
16/02/2016,"40,207"
15/02/2016,"39,879"
12/2/2016,"39,884"
11/2/2016,"39,636"
10/2/2016,"39,406"
5/2/2016,"38,969"
4/2/2016,"38,646"
3/2/2016,"39,552"
2/2/2016,"39,913"
1/2/2016,"39,979"
29/01/2016,"40,422"
28/01/2016,"40,832"
27/01/2016,"40,441"
26/01/2016,"40,961"
25/01/2016,"40,991"
22/01/2016,"41,226"
21/01/2016,"41,552"
20/01/2016,"40,855"
19/01/2016,"40,297"
18/01/2016,"40,358"
15/01/2016,"40,396"
14/01/2016,"40,217"
13/01/2016,"39,857"
12/1/2016,"40,293"
11/1/2016,"40,147"
8/1/2016,"40,244"
7/1/2016,"40,469"
6/1/2016,"40,297"
5/1/2016,"40,108"
4/1/2016,"40,380"
31/12/2015,"39,042"
30/12/2015,"39,042"
29/12/2015,"38,486"
28/12/2015,"39,180"
24/12/2015,"39,511"
23/12/2015,"39,626"
22/12/2015,"39,764"
21/12/2015,"39,825"
18/12/2015,"39,056"
17/12/2015,"38,923"
16/12/2015,"39,351"
15/12/2015,"38,697"
14/12/2015,"39,017"
11/12/2015,"38,541"
10/12/2015,"37,679"
9/12/2015,"37,573"
8/12/2015,"37,915"
7/12/2015,"37,470"
4/12/2015,"37,569"
3/12/2015,"37,964"
2/12/2015,"38,539"
1/12/2015,"38,739"
30/11/2015,"38,499"
27/11/2015,"37,392"
26/11/2015,"37,600"
25/11/2015,"37,682"
24/11/2015,"37,075"
23/11/2015,"37,224"
20/11/2015,"37,000"
19/11/2015,"37,435"
18/11/2015,"37,915"
17/11/2015,"38,045"
16/11/2015,"38,330"
13/11/2015,"38,016"
12/11/2015,"37,990"
11/11/2015,"37,320"
10/11/2015,"37,975"
9/11/2015,"37,922"
6/11/2015,"38,053"
5/11/2015,"37,887"
4/11/2015,"37,680"
3/11/2015,"38,120"
30/10/2015,"38,582"
29/10/2015,"39,321"
28/10/2015,"38,791"
27/10/2015,"39,108"
26/10/2015,"38,575"
23/10/2015,"38,982"
22/10/2015,"39,354"
21/10/2015,"39,380"
20/10/2015,"38,650"
19/10/2015,"39,009"
16/10/2015,"38,432"
15/10/2015,"38,337"
14/10/2015,"38,501"
13/10/2015,"38,243"
9/10/2015,"37,380"
8/10/2015,"38,511"
7/10/2015,"38,053"
6/10/2015,"38,561"
5/10/2015,"39,135"
2/10/2015,"40,003"
1/10/2015,"39,788"
30/09/2015,"39,722"
29/09/2015,"41,165"
28/09/2015,"40,093"
25/09/2015,"39,472"
24/09/2015,"41,942"
23/09/2015,"41,034"
22/09/2015,"40,419"
21/09/2015,"39,815"
18/09/2015,"39,015"
17/09/2015,"38,915"
16/09/2015,"38,361"
15/09/2015,"38,593"
14/09/2015,"38,647"
11/9/2015,"38,692"
10/9/2015,"38,691"
9/9/2015,"37,864"
8/9/2015,"38,021"
4/9/2015,"37,980"
3/9/2015,"37,753"
2/9/2015,"37,307"
1/9/2015,"36,719"
31/08/2015,"36,461"
28/08/2015,"35,784"
27/08/2015,"35,549"
26/08/2015,"36,320"
25/08/2015,"35,339"
24/08/2015,"35,488"
21/08/2015,"34,890"
20/08/2015,"34,745"
19/08/2015,"34,843"
18/08/2015,"34,805"
17/08/2015,"34,739"
14/08/2015,"34,755"
13/08/2015,"35,068"
12/8/2015,"34,820"
11/8/2015,"34,919"
10/8/2015,"34,903"
7/8/2015,"35,175"
6/8/2015,"35,341"
5/8/2015,"34,844"
4/8/2015,"34,669"
3/8/2015,"34,419"
31/07/2015,"33,934"
30/07/2015,"33,646"
29/07/2015,"33,413"
28/07/2015,"33,808"
27/07/2015,"33,551"
24/07/2015,"33,248"
23/07/2015,"32,844"
22/07/2015,"32,088"
21/07/2015,"31,807"
20/07/2015,"32,143"
17/07/2015,"31,826"
16/07/2015,"31,369"
15/07/2015,"31,526"
14/07/2015,"31,224"
13/07/2015,"31,588"
10/7/2015,"31,891"
9/7/2015,"32,152"
8/7/2015,"32,275"
7/7/2015,"31,803"
6/7/2015,"31,425"
3/7/2015,"31,265"
2/7/2015,"31,166"
1/7/2015,"31,185"
30/06/2015,"31,019"
29/06/2015,"31,383"
26/06/2015,"31,265"
25/06/2015,"31,009"
24/06/2015,"30,846"
23/06/2015,"31,036"
22/06/2015,"30,751"
19/06/2015,"30,782"
18/06/2015,"30,466"
17/06/2015,"30,983"
16/06/2015,"31,076"
15/06/2015,"31,030"
12/6/2015,"31,101"
11/6/2015,"31,508"
10/6/2015,"30,837"
9/6/2015,"30,985"
8/6/2015,"31,184"
5/6/2015,"31,677"
3/6/2015,"31,178"
2/6/2015,"31,437"
1/6/2015,"31,783"
29/05/2015,"31,781"
28/05/2015,"31,741"
27/05/2015,"31,734"
26/05/2015,"31,345"
25/05/2015,"31,206"
22/05/2015,"30,647"
21/05/2015,"30,289"
20/05/2015,"30,340"
19/05/2015,"30,278"
18/05/2015,"30,139"
15/05/2015,"29,887"
14/05/2015,"30,026"
13/05/2015,"30,096"
12/5/2015,"30,382"
11/5/2015,"30,169"
8/5/2015,"29,959"
7/5/2015,"30,415"
6/5/2015,"30,414"
5/5/2015,"30,619"
4/5/2015,"30,748"
30/04/2015,"29,930"
29/04/2015,"29,369"
28/04/2015,"28,937"
27/04/2015,"29,229"
24/04/2015,"29,739"
23/04/2015,"30,077"
22/04/2015,"30,180"
20/04/2015,"30,467"
17/04/2015,"30,538"
16/04/2015,"30,243"
15/04/2015,"30,675"
14/04/2015,"30,874"
13/04/2015,"31,005"
10/4/2015,"30,789"
9/4/2015,"30,459"
8/4/2015,"30,828"
7/4/2015,"31,225"
6/4/2015,"30,920"
2/4/2015,"31,486"
1/4/2015,"31,549"
31/03/2015,"32,074"
30/03/2015,"32,595"
27/03/2015,"32,253"
26/03/2015,"31,909"
25/03/2015,"31,469"
24/03/2015,"31,304"
23/03/2015,"31,793"
20/03/2015,"32,417"
19/03/2015,"32,635"
18/03/2015,"32,512"
17/03/2015,"32,677"
16/03/2015,"32,251"
13/03/2015,"32,258"
12/3/2015,"31,165"
11/3/2015,"31,156"
10/3/2015,"31,293"
9/3/2015,"31,012"
6/3/2015,"30,360"
5/3/2015,"29,925"
4/3/2015,"29,798"
3/3/2015,"29,045"
2/3/2015,"28,649"
27/02/2015,"28,777"
26/02/2015,"28,721"
25/02/2015,"28,640"
24/02/2015,"28,643"
23/02/2015,"28,805"
20/02/2015,"28,694"
19/02/2015,"28,539"
18/02/2015,"28,424"
13/02/2015,"28,385"
12/2/2015,"28,619"
11/2/2015,"28,570"
10/2/2015,"28,069"
9/2/2015,"27,867"
6/2/2015,"27,635"
5/2/2015,"27,380"
4/2/2015,"27,142"
3/2/2015,"27,053"
2/2/2015,"26,888"
30/01/2015,"26,617"
29/01/2015,"25,954"
28/01/2015,"25,791"
27/01/2015,"25,803"
26/01/2015,"25,960"
23/01/2015,"25,850"
22/01/2015,"25,748"
21/01/2015,"25,961"
20/01/2015,"26,241"
19/01/2015,"26,237"
16/01/2015,"26,187"
15/01/2015,"26,116"
14/01/2015,"26,216"
13/01/2015,"26,479"
12/1/2015,"26,569"
9/1/2015,"26,577"
8/1/2015,"26,913"
7/1/2015,"26,801"
6/1/2015,"27,016"
5/1/2015,"27,101"
2/1/2015,"26,923"
31/12/2014,"26,556"
30/12/2014,"26,556"
29/12/2014,"26,777"
26/12/2014,"26,806"
24/12/2014,"26,822"
23/12/2014,"26,769"
22/12/2014,"26,520"
19/12/2014,"26,480"
18/12/2014,"26,669"
17/12/2014,"27,240"
16/12/2014,"27,397"
15/12/2014,"26,711"
12/12/2014,"26,552"
11/12/2014,"26,265"
10/12/2014,"25,925"
9/12/2014,"26,010"
8/12/2014,"25,917"
5/12/2014,"25,882"
4/12/2014,"25,791"
3/12/2014,"25,601"
2/12/2014,"25,658"
1/12/2014,"25,618"
28/11/2014,"25,595"
27/11/2014,"25,059"
26/11/2014,"25,097"
25/11/2014,"25,230"
24/11/2014,"25,276"
21/11/2014,"25,384"
20/11/2014,"25,540"
19/11/2014,"25,843"
18/11/2014,"25,961"
17/11/2014,"26,029"
14/11/2014,"26,129"
13/11/2014,"25,719"
12/11/2014,"25,544"
11/11/2014,"25,638"
10/11/2014,"25,384"
7/11/2014,"25,715"
6/11/2014,"25,319"
5/11/2014,"25,162"
4/11/2014,"25,189"
3/11/2014,"24,833"
31/10/2014,"24,436"
30/10/2014,"24,113"
29/10/2014,"24,340"
28/10/2014,"24,863"
27/10/2014,"25,335"
24/10/2014,"24,799"
23/10/2014,"24,998"
22/10/2014,"24,775"
21/10/2014,"24,791"
20/10/2014,"24,548"
17/10/2014,"24,470"
16/10/2014,"24,763"
15/10/2014,"24,310"
14/10/2014,"23,985"
13/10/2014,"23,917"
10/10/2014,"24,096"
9/10/2014,"23,908"
8/10/2014,"24,065"
7/10/2014,"24,032"
6/10/2014,"24,092"
3/10/2014,"24,926"
2/10/2014,"24,779"
1/10/2014,"24,617"
30/09/2014,"24,504"
29/09/2014,"24,516"
26/09/2014,"24,304"
25/09/2014,"24,078"
24/09/2014,"24,064"
23/09/2014,"24,020"
22/09/2014,"23,864"
19/09/2014,"23,650"
18/09/2014,"23,661"
17/09/2014,"23,378"
16/09/2014,"23,345"
15/09/2014,"23,395"
12/9/2014,"23,244"
11/9/2014,"22,874"
10/9/2014,"22,961"
9/9/2014,"22,807"
8/9/2014,"22,485"
5/9/2014,"22,410"
4/9/2014,"22,350"
3/9/2014,"22,313"
2/9/2014,"22,515"
1/9/2014,"22,358"
29/08/2014,"22,390"
28/08/2014,"22,493"
27/08/2014,"22,585"
26/08/2014,"22,742"
25/08/2014,"22,802"
22/08/2014,"22,772"
21/08/2014,"22,576"
20/08/2014,"22,544"
19/08/2014,"22,581"
18/08/2014,"22,589"
15/08/2014,"22,684"
14/08/2014,"22,697"
13/08/2014,"22,686"
12/8/2014,"22,764"
11/8/2014,"22,773"
8/8/2014,"22,980"
7/8/2014,"22,796"
6/8/2014,"22,784"
5/8/2014,"22,750"
4/8/2014,"22,571"
1/8/2014,"22,600"
31/07/2014,"22,668"
30/07/2014,"22,441"
29/07/2014,"22,272"
28/07/2014,"22,296"
25/07/2014,"22,287"
24/07/2014,"22,198"
23/07/2014,"22,196"
22/07/2014,"22,123"
21/07/2014,"22,232"
18/07/2014,"22,356"
17/07/2014,"22,397"
16/07/2014,"22,187"
15/07/2014,"22,189"
14/07/2014,"22,170"
11/7/2014,"22,222"
10/7/2014,"22,231"
9/7/2014,"22,128"
8/7/2014,"22,144"
7/7/2014,"22,195"
4/7/2014,"22,143"
3/7/2014,"22,275"
2/7/2014,"22,127"
1/7/2014,"22,048"
30/06/2014,"22,019"
27/06/2014,"21,969"
26/06/2014,"22,083"
25/06/2014,"22,046"
24/06/2014,"22,211"
23/06/2014,"22,189"
20/06/2014,"22,374"
18/06/2014,"22,528"
17/06/2014,"22,480"
16/06/2014,"22,307"
13/06/2014,"22,341"
12/6/2014,"22,298"
11/6/2014,"22,301"
10/6/2014,"22,290"
9/6/2014,"22,330"
6/6/2014,"22,439"
5/6/2014,"22,689"
4/6/2014,"22,796"
3/6/2014,"22,648"
2/6/2014,"22,634"
30/05/2014,"22,384"
29/05/2014,"22,245"
28/05/2014,"22,399"
27/05/2014,"22,348"
26/05/2014,"22,203"
23/05/2014,"22,181"
22/05/2014,"22,125"
21/05/2014,"22,105"
20/05/2014,"22,150"
19/05/2014,"22,105"
16/05/2014,"22,104"
15/05/2014,"22,160"
14/05/2014,"22,123"
13/05/2014,"22,095"
12/5/2014,"22,158"
9/5/2014,"22,186"
8/5/2014,"22,101"
7/5/2014,"22,276"
6/5/2014,"22,316"
5/5/2014,"22,280"
2/5/2014,"22,215"
30/04/2014,"22,354"
29/04/2014,"22,193"
28/04/2014,"22,364"
25/04/2014,"22,319"
24/04/2014,"22,223"
23/04/2014,"22,420"
22/04/2014,"22,443"
17/04/2014,"22,476"
16/04/2014,"22,336"
15/04/2014,"22,251"
14/04/2014,"22,090"
11/4/2014,"22,053"
10/4/2014,"21,982"
9/4/2014,"22,105"
8/4/2014,"21,968"
7/4/2014,"22,230"
4/4/2014,"22,414"
3/4/2014,"22,805"
2/4/2014,"22,705"
1/4/2014,"22,614"
31/03/2014,"22,624"
28/03/2014,"22,597"
27/03/2014,"22,824"
26/03/2014,"23,113"
25/03/2014,"23,118"
24/03/2014,"23,242"
21/03/2014,"23,239"
20/03/2014,"23,414"
19/03/2014,"23,333"
18/03/2014,"23,516"
17/03/2014,"23,513"
14/03/2014,"23,631"
13/03/2014,"23,480"
12/3/2014,"23,643"
11/3/2014,"23,455"
10/3/2014,"23,404"
7/3/2014,"23,376"
6/3/2014,"23,088"
5/3/2014,"23,234"
28/02/2014,"23,327"
27/02/2014,"23,431"
26/02/2014,"23,448"
25/02/2014,"23,361"
24/02/2014,"23,385"
21/02/2014,"23,619"
20/02/2014,"23,793"
19/02/2014,"23,980"
18/02/2014,"23,977"
17/02/2014,"23,864"
14/02/2014,"23,919"
13/02/2014,"24,232"
12/2/2014,"24,080"
11/2/2014,"24,070"
10/2/2014,"23,930"
7/2/2014,"23,811"
6/2/2014,"24,035"
5/2/2014,"24,101"
4/2/2014,"24,171"
3/2/2014,"24,084"
31/01/2014,"24,257"
30/01/2014,"24,218"
29/01/2014,"24,390"
28/01/2014,"24,159"
27/01/2014,"24,038"
24/01/2014,"24,123"
23/01/2014,"23,755"
